Mark,Competitor,DOB,Nat,Pos,Venue,Date
2:28:19,Karl JUNGHANNß,06 APR 1996,GER,1.0,"Domplatz, Erfurt (GER)",15 APR 2023
2:28:22,Aleksi OJALA,09 DEC 1992,FIN,13.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:28:28,Sergey KIRDYAPKIN,18 JUN 1980,RUS,5.0,"Adler, Sochi (RUS)",23 FEB 2008
2:28:29,Sergey BAKULIN,13 NOV 1986,RUS,1.0,Sochi (RUS),27 FEB 2016
2:28:30,Robert KORZENIOWSKI,30 JUL 1968,POL,1.0,Eschborn (GER),12 JUN 1993
2:28:31,Kirill FROLOV,29 SEP 1993,RUS,3.0,Cheboksary (RUS),21 MAY 2022
2:28:46,Aurélien QUINION,27 JAN 1993,FRA,14.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:28:49,Dementiy CHEPAREV,28 OCT 1992,RUS,1.0,Kostroma (RUS),03 SEP 2016
2:28:53,Marco DE LUCA,12 MAY 1981,ITA,2.0,Montalto di Castro (ITA),24 JAN 2010
2:28:53,Hayato KATSUKI,28 NOV 1990,JPN,4.0,"Wajima Race Walk Course, Wajima (JPN)",16 APR 2023
2:28:56,Yangben ZHAXI,15 APR 1996,CHN,15.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:28:56,Aleksey KUDASHKIN,01 FEB 1997,RUS,2.0,"Avtodrom, Sochi (RUS)",13 FEB 2023
2:28:58,Dementiy CHEPAREV,28 OCT 1992,RUS,2.0,Sochi (RUS),19 FEB 2018
2:29:00,Lihong CUI,13 MAY 1999,CHN,3.0,Dudince (SVK),25 MAR 2023
2:29:04,Ivan NOSKOV,16 JUL 1988,RUS,1.0,Sochi (RUS),23 FEB 2013
2:29:04,Diego GARCÍA CARRERA,19 JAN 1996,ESP,2.0,Cieza (ESP),26 FEB 2023
2:29:04,Veli-Matti PARTANEN,28 OCT 1991,FIN,1.0,Lappeenranta (FIN),22 APR 2023
2:29:09,Massimo STANO,27 FEB 1992,ITA,1.0,Dudince (SVK),23 APR 2022
2:29:15,Evan DUNFEE,28 SEP 1990,CAN,4.0,Dudince (SVK),25 MAR 2023
2:29:19,Denis NIZHEGORODOV,26 JUL 1980,RUS,3.0,Sochi (RUS),18 FEB 2017
2:29:19,Satoshi MARUO,28 NOV 1991,JPN,4.0,Wajima (JPN),17 APR 2022
2:29:24,José Luis DOCTOR,14 JUN 1996,MEX,2.0,Dudince (SVK),23 APR 2022
2:29:24,César Augusto RODRÍGUEZ,26 JUN 1997,PER,16.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:29:26,Aleksandr GARIN,28 DEC 1999,RUS,2.0,Saransk (RUS),20 MAY 2023
2:29:28,Yohann DINIZ,01 JAN 1978,FRA,1.0,Epinal (FRA),17 MAR 2019
2:29:30,Christopher LINKE,24 OCT 1988,GER,2.0,"Odeonplatz, München (GER)",16 AUG 2022
2:29:31,Kevin CAMPION,23 MAY 1988,FRA,1.0,Zittau (GER),29 OCT 2022
2:29:32,Sergey SHARYPOV,14 APR 1992,RUS,3.0,Sochi (RUS),19 FEB 2018
2:29:32,Aurélien QUINION,27 JAN 1993,FRA,4.0,Poděbrady (CZE),21 MAY 2023
2:29:33,Sergey SHARYPOV,14 APR 1992,RUS,1.0,Sochi (RUS),27 FEB 2015
2:29:35,Xianghong HE,01 JUL 1998,CHN,3.0,Dudince (SVK),23 APR 2022
2:29:36,Yuriy ANDRONOV,06 NOV 1971,RUS,6.0,"Adler, Sochi (RUS)",23 FEB 2008
2:29:36,Yangben ZHAXI,15 APR 1996,CHN,3.0,Huangshan (CHN),04 MAR 2023
2:29:38,Marc TUR,30 NOV 1994,ESP,3.0,Cieza (ESP),26 FEB 2023
2:29:42,Ivan NOSKOV,16 JUL 1988,RUS,4.0,Sochi (RUS),17 FEB 2020
2:29:51,Nikolay MAKSIMOV,21 DEC 1999,RUS,3.0,"Avtodrom, Sochi (RUS)",13 FEB 2023
2:29:54,Roman YEVSTIFEYEV,19 SEP 1992,RUS,2.0,Sochi (RUS),27 FEB 2015
2:29:55,Hao XU,06 FEB 1999,CHN,17.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:29:56,Sergey SHARYPOV,14 APR 1992,ANA,2.0,Kostroma (RUS),03 SEP 2016
2:29:56,Ram BABOO,20 MAR 1999,IND,5.0,Dudince (SVK),25 MAR 2023
2:29:58,Christopher LINKE,24 OCT 1988,GER,1.0,Frankfurt (GER),30 APR 2022
2:29:58,Lihong CUI,13 MAY 1999,CHN,,Milazzo (ITA),29 JAN 2023
2:29:59,Álvaro MARTÍN,18 JUN 1994,ESP,2.0,Lepe (ESP),30 JAN 2022
2:30:00,Roman YEVSTIFEYEV,19 SEP 1992,RUS,1.0,Cheboksary (RUS),06 SEP 2014
2:30:00,Sergey SHARYPOV,14 APR 1992,RUS,2.0,Sochi (RUS),31 JAN 2022
2:30:00,Tao YOU,19 JUL 1997,CHN,4.0,Huangshan (CHN),04 MAR 2023
2:30:01,Aurélien QUINION,27 JAN 1993,FRA,4.0,Dudince (SVK),23 APR 2022
2:30:07,Ricardo ORTIZ,07 FEB 1995,MEX,1.0,Coatzacoalcos (MEX),30 JAN 2022
2:30:12,Sergey RAKOV,13 JUN 1999,RUS,5.0,Sochi (RUS),17 FEB 2020
2:30:13,Aleksey KUDASHKIN,01 FEB 1997,RUS,4.0,Sochi (RUS),19 FEB 2018
2:30:14,Ivan NOSKOV,16 JUL 1988,RUS,1.0,Sochi (RUS),22 MAR 2014
2:30:16,Andrea AGRUSTI,30 AUG 1995,ITA,5.0,Poděbrady (CZE),21 MAY 2023
2:30:17,Ihor SAKHARUK,03 JUN 1988,UKR,1.0,Alushta (UKR),28 FEB 2014
2:30:20,Oleksiy KAZANIN,22 MAY 1982,UKR,2.0,Alushta (UKR),28 FEB 2014
2:30:24,Sergey SHARYPOV,14 APR 1992,RUS,3.0,Saransk (RUS),20 MAY 2023
2:30:25,Aleksandr YARGUNKIN,06 JAN 1981,RUS,3.0,Sochi (RUS),27 FEB 2015
2:30:25,Aleksandr GARIN,28 DEC 1999,RUS,3.0,Sochi (RUS),31 JAN 2022
2:30:34,Rhydian COWLEY,04 JAN 1991,AUS,18.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:30:34,Matteo GIUPPONI,08 OCT 1988,ITA,3.0,"Odeonplatz, München (GER)",16 AUG 2022
2:30:37,Subaru ISHIDA,04 JUN 1999,JPN,3.0,Takahata (JPN),23 OCT 2022
2:30:38,Riccardo ORSONI,20 JAN 2000,ITA,6.0,Poděbrady (CZE),21 MAY 2023
2:30:40,Sergey KIRDYAPKIN,18 JUN 1980,RUS,2.0,Sochi (RUS),27 FEB 2016
2:30:41,Hayato KATSUKI,28 NOV 1990,JPN,5.0,Wajima (JPN),17 APR 2022
2:30:46,José MONTANA,21 MAR 1992,COL,5.0,Dudince (SVK),23 APR 2022
2:30:47,Dawid TOMALA,27 AUG 1989,POL,19.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:30:50,Giorgio RUBINO,15 APR 1986,ITA,1.0,Grosseto (ITA),28 JAN 2018
2:30:50,Julio César SALAZAR,08 JUL 1993,MEX,6.0,Dudince (SVK),23 APR 2022
2:30:52,Ronald WEIGEL,08 AUG 1959,GER,,Fougéres (FRA),11 JUN 1995
2:30:55,Kazuki TAKAHASHI,17 JUN 1996,JPN,5.0,"Wajima Race Walk Course, Wajima (JPN)",16 APR 2023
2:30:56,Sergey SERGACHEV,10 JUL 1987,RUS,2.0,Sochi (RUS),20 FEB 2010
2:30:58,Ivan BANZERUK,09 FEB 1990,UKR,3.0,Alushta (UKR),28 FEB 2014
2:30:59,Carl DOHMANN,18 MAY 1990,GER,2.0,Frankfurt (GER),30 APR 2022
2:31:03,Dementiy CHEPAREV,28 OCT 1992,RUS,1.0,Sochi (RUS),18 FEB 2019
2:31:05,Xianghong HE,01 JUL 1998,CHN,1.0,Nanjing (CHN),22 JAN 2022
2:31:06,Kiril SHUTOV,24 SEP 1997,RUS,4.0,"Avtodrom, Sochi (RUS)",13 FEB 2023
2:31:07,Igor STARKOV,29 APR 1991,RUS,4.0,Saransk (RUS),20 MAY 2023
2:31:09,Sergey MELENTYEV,05 DEC 1976,RUS,7.0,"Adler, Sochi (RUS)",23 FEB 2008
2:31:09,Yangben ZHAXI,15 APR 1996,CHN,2.0,Nanjing (CHN),22 JAN 2022
2:31:10,Konstantin MAKSIMOV,17 JUN 1982,RUS,2.0,Sochi (RUS),23 FEB 2013
2:31:10,Ever Jair PALMA OLIVARES,18 MAR 1992,MEX,7.0,Dudince (SVK),23 APR 2022
2:31:11,Qingcun ZENG,03 APR 1995,CHN,5.0,Huangshan (CHN),04 MAR 2023
2:31:15,Yuriy ANDRONOV,06 NOV 1971,RUS,3.0,Sochi (RUS),20 FEB 2010
2:31:15,Sergey SHARYPOV,14 APR 1992,RUS,4.0,Cheboksary (RUS),21 MAY 2022
2:31:15,Wayne SNYMAN,08 MAR 1985,RSA,20.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:31:15,Yingcheng ZHOU,06 OCT 2000,CHN,6.0,Huangshan (CHN),04 MAR 2023
2:31:16,Dementiy CHEPAREV,28 OCT 1992,RUS,5.0,Cheboksary (RUS),21 MAY 2022
2:31:16,Miroslav ÚRADNÍK,24 MAR 1996,SVK,21.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:31:16,Carl DOHMANN,18 MAY 1990,GER,7.0,Poděbrady (CZE),21 MAY 2023
2:31:18,Sergey SERGACHEV,10 JUL 1987,RUS,6.0,"Adler, Sochi (RUS)",01 MAR 2009
2:31:19,Robert HEFFERNAN,28 FEB 1978,IRL,1.0,Dublin (IRL),15 JUL 2000
2:31:21,Sergey MELENTYEV,05 DEC 1976,RUS,7.0,"Adler, Sochi (RUS)",01 MAR 2009
2:31:22,Yangben ZHAXI,15 APR 1996,CHN,8.0,Dudince (SVK),23 APR 2022
2:31:24,Aleksi OJALA,09 DEC 1992,FIN,1.0,Laitila (FIN),21 MAY 2022
2:31:25,Andrés CHOCHO,04 NOV 1983,ECU,9.0,Dudince (SVK),23 APR 2022
2:31:26,Aleksandr YARGUNKIN,06 JAN 1981,RUS,3.0,Sochi (RUS),23 FEB 2013
2:31:26,Kazuki TAKAHASHI,17 JUN 1996,JPN,6.0,Wajima (JPN),17 APR 2022
2:31:26,Érick Bernabé BARRONDO,14 JUN 1991,GUA,10.0,Dudince (SVK),23 APR 2022
2:31:27,Dementiy CHEPAREV,28 OCT 1992,RUS,1.0,Sochi (RUS),19 FEB 2021
2:31:28,José LEYVER,12 NOV 1985,MEX,11.0,Dudince (SVK),23 APR 2022
2:31:29,Zhen WANG,24 AUG 1991,CHN,,Latina (ITA),29 JAN 2012
2:31:36,Ram BABOO,20 MAR 1999,IND,1.0,Ranchi (IND),15 FEB 2023
2:31:37,Karl JUNGHANNß,06 APR 1996,GER,3.0,Frankfurt (GER),30 APR 2022
2:31:38,Yuki ITO,12 APR 1992,JPN,7.0,Wajima (JPN),17 APR 2022
2:31:39,Juan José SOTO,22 AUG 1999,COL,6.0,Dudince (SVK),25 MAR 2023
2:31:40,Ihor HLAVAN,25 SEP 1990,UKR,1.0,Ivano-Frankivsk (UKR),12 MAR 2017
2:31:44,Yang YANYUN,18 JUN 2001,CHN,7.0,Huangshan (CHN),04 MAR 2023
2:31:48,Hao XU,06 FEB 1999,CHN,1.0,Huangshan (CHN),23 APR 2022
2:31:48,Aleksi OJALA,09 DEC 1992,FIN,7.0,Dudince (SVK),25 MAR 2023
2:31:49,Roman YEVSTIFEYEV,19 SEP 1992,RUS,3.0,Sochi (RUS),27 FEB 2016
2:31:52,Carl DOHMANN,18 MAY 1990,GER,2.0,"Domplatz, Erfurt (GER)",15 APR 2023
2:31:54,Perseus KARLSTRÖM,02 MAY 1990,SWE,1.0,Dublin (IRL),19 DEC 2021
2:31:54,Mitchell BAKER,06 JUL 2001,AUS,2.0,"Albert Park, Melbourne (AUS)",21 MAY 2023
2:31:58,Roman YEVSTIFEYEV,19 SEP 1992,RUS,4.0,Sochi (RUS),18 FEB 2017
2:32:06,Manuel BERMÚDEZ,12 DEC 1997,ESP,3.0,Lepe (ESP),30 JAN 2022
2:32:06,Aleksandr GARIN,28 DEC 1999,RUS,5.0,"Avtodrom, Sochi (RUS)",13 FEB 2023
2:32:06,Marc TUR,30 NOV 1994,ESP,8.0,Poděbrady (CZE),21 MAY 2023
2:32:08,Eider ARÉVALO,09 MAR 1993,COL,12.0,Dudince (SVK),23 APR 2022
2:32:09,Zhicairang DAN,10 MAR 2003,CHN,8.0,Huangshan (CHN),04 MAR 2023
2:32:12,Tongda BIAN,01 APR 1991,CHN,8.0,Dudince (SVK),25 MAR 2023
2:32:14,Denis ASANOV,23 SEP 1992,RUS,2.0,Sochi (RUS),22 MAR 2014
2:32:16,Sergey RAKOV,13 JUN 1999,RUS,4.0,Sochi (RUS),31 JAN 2022
2:32:16,Isaac PALMA,26 OCT 1990,MEX,13.0,Dudince (SVK),23 APR 2022
2:32:19,Aleksey KHIMIN,15 SEP 1989,RUS,4.0,Sochi (RUS),23 FEB 2013
2:32:19,Teodorico CAPORASO,14 SEP 1987,ITA,14.0,Dudince (SVK),23 APR 2022
2:32:21,Wang ZHENHAO,12 SEP 2001,CHN,3.0,Nanjing (CHN),22 JAN 2022
2:32:21,Hayato KATSUKI,28 NOV 1990,JPN,4.0,Takahata (JPN),23 OCT 2022
2:32:22,Sergey SHARYPOV,14 APR 1992,RUS,6.0,"Avtodrom, Sochi (RUS)",13 FEB 2023
2:32:23,Ivan BANZERUK,09 FEB 1990,UKR,2.0,Ivano-Frankivsk (UKR),12 MAR 2017
2:32:26,Sergey RAKOV,13 JUN 1999,RUS,2.0,Sochi (RUS),19 FEB 2021
2:32:28,Cesar Alberto HERRERA CORTEZ,28 JAN 1999,COL,9.0,Dudince (SVK),25 MAR 2023
2:32:29,Sergey SERGACHEV,10 JUL 1987,RUS,4.0,Sochi (RUS),26 FEB 2011
2:32:30,Sándor URBANIK,15 DEC 1964,HUN,,Budapest (HUN),06 FEB 1999
2:32:30,Edikt KHAYRULLIN,29 MAY 1989,RUS,5.0,Sochi (RUS),23 FEB 2013
2:32:31,Manuel BERMÚDEZ,12 DEC 1997,ESP,4.0,"Odeonplatz, München (GER)",16 AUG 2022
2:32:34,Sergey YEROKHIN,20 DEC 1980,RUS,8.0,"Adler, Sochi (RUS)",01 MAR 2009
2:32:36,Federico TONTODONATI,30 OCT 1989,ITA,2.0,Grosseto (ITA),28 JAN 2018
2:32:38,Nikolay MAKSIMOV,21 DEC 1999,RUS,6.0,Cheboksary (RUS),21 MAY 2022
2:32:39,Motofumi SUWA,22 OCT 1999,JPN,6.0,"Wajima Race Walk Course, Wajima (JPN)",16 APR 2023
2:32:40,Sergey MELENTYEV,05 DEC 1976,RUS,4.0,Sochi (RUS),20 FEB 2010
2:32:40,Aleksandr YARGUNKIN,06 JAN 1981,RUS,5.0,Sochi (RUS),18 FEB 2012
2:32:40,Brian Daniel PINTADO,29 JUL 1995,ECU,1.0,Machala (ECU),08 JAN 2022
2:32:42,Ning LU,12 FEB 1999,CHN,4.0,Nanjing (CHN),22 JAN 2022
2:32:43,Daniel CHAMOSA,04 MAY 1997,ESP,15.0,Dudince (SVK),23 APR 2022
2:32:43,José Luis DOCTOR,14 JUN 1996,MEX,22.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:32:44,Álvaro LÓPEZ,24 MAR 1999,ESP,4.0,Lepe (ESP),30 JAN 2022
2:32:44,Jonathan HILBERT,21 APR 1995,GER,5.0,"Odeonplatz, München (GER)",16 AUG 2022
2:32:45,Qin WANG,08 MAY 1994,CHN,1.0,Xi'an (CHN),24 SEP 2022
2:32:49,Yuriy ANDRONOV,06 NOV 1971,RUS,5.0,Sochi (RUS),26 FEB 2011
2:32:49,Brendan BOYCE,08 OCT 1986,IRL,2.0,Dublin (IRL),19 DEC 2021
2:32:49,Teodorico CAPORASO,14 SEP 1987,ITA,3.0,"Albert Park, Melbourne (AUS)",21 MAY 2023
2:32:50,Bernd GUMMELT,21 DEC 1963,GDR,1.0,Naumburg (GER),01 MAY 1989
2:32:50,Yingchao GAO,18 JAN 1998,CHN,5.0,Nanjing (CHN),22 JAN 2022
2:32:50,Vít HLAVÁČ,26 FEB 1997,CZE,23.0,"Autzen Complex, Eugene, OR (USA)",24 JUL 2022
2:32:50,Ihor HLAVAN,25 SEP 1990,UKR,9.0,Poděbrady (CZE),21 MAY 2023
2:32:51,Hirooki ARAI,18 MAY 1988,JPN,8.0,Wajima (JPN),17 APR 2022
2:32:52,Marco DE LUCA,12 MAY 1981,ITA,1.0,Bianco (ITA),30 JAN 2011
2:32:52,Wayne SNYMAN,08 MAR 1985,RSA,1.0,Cape Town (RSA),15 JAN 2022
2:32:56,Miguel Ángel LÓPEZ,03 JUL 1988,ESP,1.0,Jumilla (ESP),01 MAR 2015
2:32:58,Quentin REW,16 JUL 1984,NZL,1.0,Melbourne (AUS),15 MAY 2022
2:33:00,Aleksandr YARGUNKIN,06 JAN 1981,RUS,6.0,Sochi (RUS),26 FEB 2011
2:33:00,Roman YEVSTIFEYEV,19 SEP 1992,RUS,3.0,Sochi (RUS),22 MAR 2014
